event_id,risk_score,risk_tier,thermal_dimension_score,persistence_dimension_score,industrial_dimension_score,spatial_dimension_score,spectral_dimension_score,evidence_confidence,confidence_tier,missing_evidence,methodology_version,risk_score_raw,weighted_thermal,weighted_persistence,weighted_industrial,weighted_spatial,weighted_spectral,worldcover_class_name,osm_primary_category,osm_tier,distinct_satellites
EVT_00894209,42.7,MODERATE,0.09315285714285709,0.8956199843689977,0.715935,0.32393812770547836,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.42743166600565435,0.027945857142857126,0.22390499609224943,0.143187,0.032393812770547835,0.0,Grassland,mine_quarry,2.0,5
EVT_00750189,41.4,MODERATE,0.14360714285714285,0.8988585023981662,0.48871,0.4860357177980842,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4141423402364929,0.043082142857142854,0.22471462559954156,0.097742,0.048603571779808424,0.0,Bare / sparse vegetation,mine_quarry,2.0,5
EVT_00580571,44.4,MODERATE,0.06615685714285718,0.9008981191692378,0.79737,0.393811907481889,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.44392677768335553,0.019847057142857154,0.22522452979230945,0.159474,0.0393811907481889,0.0,Built-up,industrial_area,2.0,5
EVT_00598933,46.5,MODERATE,0.08157142857142857,0.910426609064807,0.7874599999999999,0.5560279682179466,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.46517287765942505,0.02447142857142857,0.22760665226620175,0.157492,0.05560279682179467,0.0,Permanent water bodies,mine_quarry,2.0,5
EVT_00971558,43.3,MODERATE,0.07197342857142855,0.8855949065433405,0.78945,0.32564888091334293,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.43344564329859797,0.021592028571428563,0.22139872663583512,0.15789,0.032564888091334294,0.0,Grassland,mine_quarry,2.0,5
EVT_00733545,44.0,MODERATE,0.08001428571428568,0.8781012489618896,0.79675,0.37238137889635003,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.44011773584439307,0.024004285714285704,0.2195253122404724,0.15935,0.037238137889635,0.0,Tree cover,industrial_area,2.0,5
EVT_00775912,43.0,MODERATE,0.04615428571428576,0.8739135650394892,0.7965,0.3814910031696516,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4297737772911232,0.013846285714285728,0.2184783912598723,0.1593,0.03814910031696517,0.0,Built-up,industrial_area,2.0,5
EVT_00593173,41.3,MODERATE,0.03568857142857141,0.832359206541386,0.77358,0.08458830256123943,0.2086997,74.9,MEDIUM,none,PhaseIX-2026-09-14,0.41327615832004183,0.010706571428571423,0.2080898016353465,0.15471600000000002,0.008458830256123944,0.031304954999999995,Built-up,industrial_area,2.0,3
EVT_00972154,43.8,MODERATE,0.054906285714285685,0.8977144709421304,0.74273,0.4841671995865969,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.43786322340847805,0.016471885714285706,0.2244286177355326,0.148546,0.04841671995865969,0.0,Tree cover,mine_quarry,2.0,5
EVT_00382305,43.1,MODERATE,0.055177142857142834,0.871943186009831,0.7954500000000001,0.37573670303436557,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4312026096630372,0.01655314285714285,0.21798579650245775,0.15909000000000004,0.03757367030343656,0.0,Built-up,industrial_area,2.0,5
EVT_00957882,42.2,MODERATE,0.060266428571428526,0.8822924479891378,0.75724,0.3154334363476754,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.42164438420348055,0.018079928571428556,0.22057311199728444,0.15144800000000003,0.03154334363476754,0.0,Grassland,mine_quarry,2.0,5
EVT_00599607,45.0,MODERATE,0.11925471428571427,0.8815602660421242,0.7889050000000001,0.3580169010758979,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4497491709038351,0.03577641428571428,0.22039006651053106,0.15778100000000003,0.03580169010758979,0.0,Built-up,industrial_area,2.0,5
EVT_00708891,43.3,MODERATE,0.0695985714285714,0.8655608616186243,0.77343,0.4147779009670963,0.0,70.0,MEDIUM,"spectral_quality:degraded_cloud,temporal_relevance:stale",PhaseIX-2026-09-14,0.43343357692993717,0.020879571428571417,0.21639021540465608,0.154686,0.041477790096709634,0.0,Grassland,mine_quarry,2.0,5
EVT_00848801,43.9,MODERATE,0.0771151428571428,0.8831966616170328,0.7953099999999999,0.3586462852872537,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.43886033679012637,0.02313454285714284,0.2207991654042582,0.15906199999999998,0.03586462852872537,0.0,Built-up,industrial_area,2.0,5
EVT_00732789,44.0,MODERATE,0.06932371428571432,0.8811955376817654,0.7975599999999999,0.3962012917798231,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4402281278841379,0.020797114285714294,0.22029888442044135,0.159512,0.03962012917798231,0.0,Tree cover,industrial_area,2.0,5
EVT_00957141,45.2,MODERATE,0.06888285714285716,0.8780838735623573,0.797455,0.5263351666587472,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.45231034219932126,0.020664857142857148,0.21952096839058932,0.15949100000000002,0.05263351666587473,0.0,Built-up,industrial_area,2.0,5
EVT_00696148,42.5,MODERATE,0.06135971428571427,0.8652328070038741,0.7636200000000001,0.3706947634342901,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4245095923801118,0.01840791428571428,0.21630820175096852,0.15272400000000003,0.03706947634342901,0.0,Bare / sparse vegetation,industrial_area,2.0,5
EVT_00791043,45.3,MODERATE,0.050709285714285665,0.8621337254704916,0.78755,0.3044547282428517,0.23139757666666672,86.5,HIGH,none,PhaseIX-2026-09-14,0.4534113264061938,0.0152127857142857,0.2155334313676229,0.15751,0.03044547282428517,0.03470963650000001,Bare / sparse vegetation,mine_quarry,2.0,5
EVT_00707367,43.2,MODERATE,0.051127142857142795,0.8818372183475348,0.79904,0.3680088123480198,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4324063286788285,0.015338142857142838,0.2204593045868837,0.159808,0.036800881234801984,0.0,Bare / sparse vegetation,industrial_area,2.0,5
EVT_00848154,44.4,MODERATE,0.0782102857142857,0.8791754480137292,0.7964,0.3971534612396325,0.009886756666666685,70.7,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.44373530734168126,0.023463085714285712,0.2197938620034323,0.15928,0.039715346123963255,0.0014830135000000028,Built-up,industrial_area,2.0,5
EVT_00894728,40.6,MODERATE,0.06884142857142861,0.8569208561852641,0.72745,0.2536284368308343,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.40573548630082806,0.020652428571428582,0.21423021404631604,0.14549,0.025362843683083433,0.0,Bare / sparse vegetation,mine_quarry,2.0,5
EVT_00707331,41.9,MODERATE,0.09861571428571433,0.8551901720357813,0.75559,0.24772048001402816,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.41927230529606246,0.029584714285714298,0.21379754300894532,0.151118,0.024772048001402817,0.0,Grassland,mine_quarry,2.0,5
EVT_00959961,42.8,MODERATE,0.04940714285714291,0.8744590834606124,0.78351,0.381059536692756,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4282448673915716,0.014822142857142874,0.2186147708651531,0.156702,0.038105953669275605,0.0,Bare / sparse vegetation,industrial_area,2.0,5
EVT_00798123,41.0,MODERATE,0.06650500000000001,0.861205641176094,0.7323850000000001,0.2833163092936439,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4100615412233879,0.0199515,0.2153014102940235,0.14647700000000002,0.028331630929364388,0.0,Cropland,substation,2.0,5
EVT_00957876,42.5,MODERATE,0.06089285714285711,0.8850502195872078,0.76062,0.3304025805577464,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.42469467009543377,0.01826785714285713,0.22126255489680194,0.152124,0.033040258055774645,0.0,Bare / sparse vegetation,mine_quarry,2.0,5
EVT_00867675,38.5,MODERATE,0.02825100000000002,0.8213082505917628,0.6697023,0.1412157171136571,0.15516637555555557,77.2,HIGH,temporal_relevance:stale,PhaseIX-2026-09-14,0.38513935069263977,0.008475300000000005,0.2053270626479407,0.13394046,0.01412157171136571,0.023274956333333336,Built-up,power_plant,1.0,4
EVT_00796135,40.7,MODERATE,0.055780714285714336,0.8633373791351717,0.71431,0.3119135651639695,0.0,70.0,MEDIUM,temporal_relevance:stale,PhaseIX-2026-09-14,0.4066219155859042,0.0167342142857143,0.21583434478379293,0.14286200000000002,0.031191356516396953,0.0,Bare / sparse vegetation,industrial_area,2.0,5
EVT_00424345,15.8,LOW,0.26724514285714285,0.10141996928164343,0.0,0.0,0.348711,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1578351851775537,0.08017354285714286,0.025354992320410857,0.0,0.0,0.052306649999999996,Cropland,nan,,1
EVT_01455844,15.3,LOW,0.2285607142857143,0.12063882611296198,0.0,0.0033903266926045336,0.359094,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.15293105348321526,0.06856821428571429,0.030159706528240494,0.0,0.0003390326692604534,0.053864100000000005,Cropland,nan,,1
EVT_00390437,14.7,LOW,0.22797728571428577,0.10141996928164343,0.0,0.0,0.35688654011111115,75.7,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.14728115905136324,0.06839318571428572,0.025354992320410857,0.0,0.0,0.05353298101666667,Cropland,nan,,1
EVT_00933830,14.6,LOW,0.22160571428571427,0.10141996928164343,0.0,0.0,0.364188,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.14646490660612516,0.06648171428571428,0.025354992320410857,0.0,0.0,0.0546282,Cropland,nan,,1
EVT_01472299,14.8,LOW,0.22179428571428572,0.10141996928164343,0.0,0.0,0.37411500000000003,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.14801052803469658,0.06653828571428572,0.025354992320410857,0.0,0.0,0.05611725,Cropland,nan,,1
EVT_00691686,12.6,LOW,0.19741371428571425,0.12682591607858132,0.0,0.022579917492726406,0.21960000000000002,88.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.12612858505463226,0.05922411428571427,0.03170647901964533,0.0,0.002257991749272641,0.032940000000000004,Cropland,nan,,3
EVT_00879781,12.5,LOW,0.18139457142857146,0.10141996928164343,0.0,0.0,0.30299875277777777,75.7,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.12522317666564897,0.054418371428571435,0.025354992320410857,0.0,0.0,0.045449812916666665,Cropland,nan,,1
EVT_00685378,13.7,LOW,0.19334699999999996,0.10141996928164343,0.0,0.0,0.356375,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.13681534232041084,0.05800409999999999,0.025354992320410857,0.0,0.0,0.05345625,Cropland,nan,,1
EVT_01582490,12.4,LOW,0.19481271428571428,0.1126622798346934,0.0,0.005269364618815987,0.24704972000000003,75.4,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.12419377870626923,0.05844381428571428,0.02816556995867335,0.0,0.0005269364618815987,0.037057458,Cropland,nan,,1
EVT_01013849,14.7,LOW,0.23385428571428574,0.10141996928164343,0.0,0.0,0.34310500000000005,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1469770280346966,0.07015628571428571,0.025354992320410857,0.0,0.0,0.051465750000000005,Cropland,nan,,1
EVT_00909655,13.6,LOW,0.18917999999999996,0.10141996928164343,0.0,0.0,0.3589155633333333,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.13594632682041083,0.056753999999999985,0.025354992320410857,0.0,0.0,0.05383733449999999,Cropland,nan,,1
EVT_00508916,12.4,LOW,0.14399428571428566,0.1126622798346934,0.0,0.0010741640446022863,0.352212,82.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.12430307207741928,0.043198285714285696,0.02816556995867335,0.0,0.00010741640446022864,0.052831800000000005,Cropland,nan,,2
EVT_00446096,14.0,LOW,0.18898699999999996,0.1126622798346934,0.0,0.005906371151415748,0.36633448333333335,75.4,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1404024795738149,0.056696099999999985,0.02816556995867335,0.0,0.0005906371151415749,0.0549501725,Cropland,nan,,1
EVT_00528682,11.5,LOW,0.16601142857142862,0.10141996928164343,0.0,0.0,0.26665,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.11515592089183943,0.04980342857142858,0.025354992320410857,0.0,0.0,0.0399975,Cropland,nan,,1
EVT_01530009,15.1,LOW,0.17260771428571428,0.17491048437958434,0.0,0.048893084099796924,0.3404237177777778,80.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.15146280145725674,0.05178231428571428,0.043727621094896085,0.0,0.004889308409979693,0.05106355766666667,Cropland,nan,,2
EVT_01535365,13.5,LOW,0.14276799999999998,0.17491048437958434,0.0,0.024870116541477208,0.30495,82.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1347875327490438,0.04283039999999999,0.043727621094896085,0.0,0.002487011654147721,0.0457425,Cropland,nan,,2
EVT_01557619,11.2,LOW,0.27945242857142855,0.1126622798346934,0.0,0.002363274832617419,0.0,46.0,LOW,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.11223762601336365,0.08383572857142856,0.02816556995867335,0.0,0.0002363274832617419,0.0,Cropland,nan,,1
EVT_00798513,13.5,LOW,0.18985385714285713,0.1126622798346934,0.0,0.004019114656395603,0.33016900000000005,82.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.13504898856717004,0.056956157142857136,0.02816556995867335,0.0,0.0004019114656395603,0.04952535,Cropland,nan,,2
EVT_00230882,11.3,LOW,0.15366857142857143,0.10141996928164343,0.0,0.0,0.279255,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.11334381374898228,0.04610057142857143,0.025354992320410857,0.0,0.0,0.041888249999999995,Cropland,nan,,1
EVT_01383431,7.9,LOW,0.16150571428571425,0.12063882611296198,0.0,0.005175932200305575,0.0,52.0,MEDIUM,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.07912901403398533,0.04845171428571427,0.030159706528240494,0.0,0.0005175932200305576,0.0,Cropland,nan,,2
EVT_01452137,14.1,LOW,0.20222228571428574,0.10141996928164343,0.0,0.0,0.364175,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.14064792803469656,0.06066668571428572,0.025354992320410857,0.0,0.0,0.05462625,Cropland,nan,,1
EVT_01448572,13.1,LOW,0.16641857142857147,0.10141996928164343,0.0,0.0,0.37021944166666665,75.4,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1308134799989823,0.04992557142857144,0.025354992320410857,0.0,0.0,0.055532916249999995,Cropland,nan,,1
EVT_00386660,11.9,LOW,0.1850635714285714,0.10141996928164343,0.0,0.0,0.25242,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.11873706374898228,0.055519071428571425,0.025354992320410857,0.0,0.0,0.037862999999999994,Cropland,nan,,1
EVT_01035117,6.3,LOW,0.12603857142857144,0.10141996928164343,0.0,0.0,0.0,46.0,LOW,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.06316656374898229,0.03781157142857143,0.025354992320410857,0.0,0.0,0.0,Cropland,nan,,1
EVT_00653233,12.9,LOW,0.1793014285714285,0.10141996928164343,0.0,0.0,0.33426014333333337,75.7,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1292844423918394,0.05379042857142855,0.025354992320410857,0.0,0.0,0.050139021500000006,Cropland,nan,,1
EVT_01366485,14.0,LOW,0.2092371428571429,0.10141996928164343,0.0,0.0,0.34402,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.13972913517755373,0.06277114285714287,0.025354992320410857,0.0,0.0,0.051602999999999996,Cropland,nan,,1
EVT_00989552,14.0,LOW,0.19721999999999995,0.10141996928164343,0.0,0.0,0.36744,76.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.13963699232041082,0.05916599999999998,0.025354992320410857,0.0,0.0,0.055116,Cropland,nan,,1
EVT_00334127,12.8,LOW,0.17564885714285716,0.12063882611296198,0.0,0.006030371524496213,0.29433,82.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.12760690082354725,0.05269465714285715,0.030159706528240494,0.0,0.0006030371524496213,0.044149499999999994,Cropland,nan,,2
EVT_00923708,15.5,LOW,0.24010285714285717,0.10141996928164343,0.0,0.0,0.3859218,75.7,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.155274119463268,0.07203085714285715,0.025354992320410857,0.0,0.0,0.05788826999999999,Cropland,nan,,1
EVT_01005108,13.5,LOW,0.18557228571428563,0.10141996928164343,0.0,0.0,0.35987330222222225,75.7,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.13500767336802988,0.05567168571428569,0.025354992320410857,0.0,0.0,0.05398099533333334,Cropland,nan,,1
EVT_00259348,16.3,LOW,0.22014,0.21408224911633683,0.0,0.05175188992898552,0.25814443200000003,81.4,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.16345941607198278,0.066042,0.05352056227908421,0.0,0.005175188992898552,0.03872166480000001,Tree cover,nan,,2
EVT_01057729,13.8,LOW,0.2350725714285715,0.17491048437958434,0.0,0.015857135188892073,0.15009399999999998,82.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.13834920604235673,0.07052177142857144,0.043727621094896085,0.0,0.0015857135188892075,0.022514099999999995,Tree cover,nan,,2
EVT_00830575,20.9,LOW,0.18616428571428573,0.33440187417343975,0.0,0.35927494025604345,0.22671273333333333,87.7,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.20938415828325002,0.05584928571428572,0.08360046854335994,0.0,0.03592749402560435,0.03400691,Tree cover,nan,,3
EVT_00812552,13.9,LOW,0.1650947142857142,0.21840341862965207,0.0,0.1282431082363735,0.14600575560711113,77.8,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1388544431078313,0.04952841428571426,0.05460085465741302,0.0,0.012824310823637351,0.021900863341066668,Tree cover,nan,,3
EVT_01095783,20.4,LOW,0.2812781428571428,0.22365052198595115,0.0,0.3044741162023193,0.21938499999999997,88.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.20365123497386256,0.08438344285714285,0.055912630496487786,0.0,0.03044741162023193,0.03290774999999999,Tree cover,nan,,3
EVT_01256175,16.8,LOW,0.20566285714285715,0.19412934121090292,0.0,0.11122559844985563,0.31076292322222226,87.4,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1679681907739018,0.06169885714285714,0.04853233530272573,0.0,0.011122559844985565,0.04661443848333334,Tree cover,nan,,3
EVT_00748331,17.9,LOW,0.11201800000000003,0.27601294771632795,0.0,0.3449994809874715,0.28175500000000003,94.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.17937183502782914,0.03360540000000001,0.06900323692908199,0.0,0.03449994809874715,0.04226325,Tree cover,nan,,4
EVT_01076898,29.0,MODERATE,0.6327134285714286,0.21840341862965207,0.0,0.2375017681384366,0.144301730944,88.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.2898103196842853,0.1898140285714286,0.05460085465741302,0.0,0.02375017681384366,0.0216452596416,Tree cover,nan,,4
EVT_01023958,22.9,LOW,0.33761842857142854,0.34868909938097997,0.0,0.4029903094249539,0.0,58.0,MEDIUM,"osm_context:no_mapped_association,spectral_quality:degraded_cloud,partial_spectral:ndvi,bsi",PhaseIX-2026-09-14,0.22875683435916896,0.10128552857142856,0.08717227484524499,0.0,0.040299030942495394,0.0,Tree cover,nan,,3
EVT_00569861,15.4,LOW,0.1314971428571428,0.3147681673238649,0.0,0.35489273887964834,0.0,64.0,MEDIUM,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.1536304585760739,0.03944914285714284,0.07869204183096623,0.0,0.035489273887964835,0.0,Tree cover,nan,,4
EVT_00623329,15.2,LOW,0.1277971428571429,0.25470873288897966,0.0,0.09110964455599091,0.26975736666666666,84.4,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.15159089553498686,0.03833914285714286,0.06367718322224492,0.0,0.00911096445559909,0.040463605,Tree cover,nan,,3
EVT_01074414,13.4,LOW,0.16253728571428566,0.2183563772223723,0.0,0.0697380726696035,0.15978000000000003,88.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.13429108728683914,0.0487611857142857,0.054589094305593076,0.0,0.00697380726696035,0.023967000000000006,Tree cover,nan,,3
EVT_00837241,18.2,LOW,0.12725000000000003,0.3294808700136147,0.0,0.3383835795103387,0.18080474666666665,97.2,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.18150428745443756,0.03817500000000001,0.08237021750340368,0.0,0.03383835795103387,0.027120711999999998,Tree cover,nan,,5
EVT_01141744,14.7,LOW,0.18548,0.18794225124528355,0.0,0.10288381683918613,0.22656,88.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.1469019444952395,0.055644,0.04698556281132089,0.0,0.010288381683918614,0.033984,Tree cover,nan,,3
EVT_01134817,16.6,LOW,0.18104942857142853,0.22365052198595115,0.0,0.19166330686560543,0.24453000000000003,94.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.16607328975447688,0.05431482857142856,0.055912630496487786,0.0,0.019166330686560543,0.036679500000000004,Tree cover,nan,,4
EVT_00681865,16.9,LOW,0.12786771428571433,0.25365183215716264,0.0,0.17127435804091287,0.33380387300000003,85.7,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.16897128907909625,0.0383603142857143,0.06341295803929066,0.0,0.017127435804091286,0.050070580950000006,Tree cover,nan,,3
EVT_01204352,21.2,LOW,0.19068657142857143,0.31260653160510615,0.0,0.4217078187132295,0.22651307111111108,86.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.21150534686783756,0.05720597142857142,0.07815163290127654,0.0,0.04217078187132295,0.03397696066666666,Tree cover,nan,,3
EVT_01095210,28.1,MODERATE,0.4817742857142857,0.26526139244265956,0.0,0.2553675466193746,0.294159,94.0,HIGH,osm_context:no_mapped_association,PhaseIX-2026-09-14,0.28050823848688805,0.1445322857142857,0.06631534811066489,0.0,0.02553675466193746,0.04412385,Tree cover,nan,,4
EVT_00040266,13.3,LOW,0.23192442857142853,0.20884204390065272,0.0,0.11601967358764366,0.0,64.0,MEDIUM,"osm_context:no_mapped_association,dimension_E_spectral_missing,spectral_coverage:extraction_failed",PhaseIX-2026-09-14,0.1333898069053561,0.06957732857142855,0.05221051097516318,0.0,0.011601967358764367,0.0,Tree cover,nan,,4
